Age,Income,City,Vehicle_Budget,Driving_Habits,Environmental_Concern,Will_Buy_EV
44.0,6854112.0,Hyderabad,1712612,High,2,0
52.0,1589666.0,Pune,356235,Low,3,0
55.0,1425619.0,Hyderabad,597448,Medium,1,1
50.0,334670.0,Mumbai,584316,Low,3,0
33.0,210564.0,Bangalore,898122,Low,4,1
20.0,966412.0,Delhi,1172163,High,2,0
35.0,951794.0,Delhi,794221,Medium,4,1
22.0,1765515.0,Mumbai,869145,High,5,0
54.0,511869.0,Hyderabad,1490059,Low,2,0
60.0,1858998.0,Pune,1618545,Medium,2,1
,305940.0,Hyderabad,921062,High,5,0
44.0,1177444.0,Hyderabad,994102,Medium,4,0
32.0,786373.0,Delhi,1275805,Low,3,0
53.0,1790726.0,Delhi,716556,Medium,1,1
27.0,1520985.0,Pune,343327,Low,4,0
40.0,,Delhi,1488900,High,5,0
53.0,386351.0,Hyderabad,500344,Low,5,0
23.0,1835335.0,Mumbai,690811,Low,5,0
44.0,1339656.0,Pune,1085291,Medium,2,1
34.0,673050.0,Mumbai,759153,Medium,3,1
23.0,656195.0,Hyderabad,839610,High,2,0
64.0,517972.0,Pune,704407,Medium,2,0
31.0,1739998.0,Mumbai,707881,High,2,1
51.0,1627604.0,Pune,1148057,Low,5,0
51.0,1880871.0,Hyderabad,1928368,Low,4,0
47.0,1818968.0,Pune,1406207,Medium,1,0
32.0,7255192.0,Hyderabad,1135671,Low,1,0
50.0,978894.0,Pune,1856399,Low,3,0
33.0,1778914.0,Pune,666727,High,3,0
39.0,1947888.0,Delhi,1576697,Medium,5,1
37.0,1728362.0,Hyderabad,1089399,High,1,1
48.0,1228520.0,Bangalore,861306,Low,4,0
25.0,1519204.0,Pune,483758,Low,5,1
51.0,1573368.0,Mumbai,1800618,Low,3,1
48.0,1570665.0,Delhi,1417350,Medium,5,0
62.0,909038.0,Delhi,632616,Low,3,0
21.0,1804187.0,Pune,821777,Low,1,1
42.0,286332.0,Bangalore,1645324,High,5,1
38.0,1081037.0,Delhi,1596895,Medium,2,0
50.0,1729155.0,Hyderabad,891392,Low,3,0
24.0,1504116.0,Pune,1457394,High,2,0
38.0,454547.0,Pune,920684,Low,3,1
53.0,4611460.0,Bangalore,1282733,High,2,0
29.0,996747.0,Hyderabad,1002175,Low,1,0
,510112.0,Hyderabad,1877584,Medium,1,1
21.0,1930455.0,Bangalore,865013,Medium,4,0
30.0,471251.0,Mumbai,1130355,High,4,0
50.0,1763332.0,Hyderabad,784356,Low,4,1
34.0,780069.0,Mumbai,601437,Medium,5,0
28.0,466013.0,Mumbai,1028831,Low,3,0
42.0,655911.0,Pune,1279418,Medium,5,1
38.0,653638.0,Pune,1113017,High,4,0
28.0,1780835.0,Delhi,1406847,Medium,3,0
54.0,1536371.0,Pune,1274877,Low,5,1
40.0,1567694.0,Hyderabad,979258,Low,1,0
28.0,694509.0,Hyderabad,699953,Low,3,0
47.0,223446.0,Mumbai,335308,High,4,0
26.0,1417756.0,Hyderabad,758710,High,1,0
35.0,2912444.0,Pune,778955,Low,3,1
35.0,344526.0,Pune,1734094,Low,5,1
52.0,859292.0,Pune,1143607,Medium,4,0
23.0,1127724.0,Bangalore,1639779,Medium,5,0
23.0,405162.0,Hyderabad,1505096,Medium,1,0
58.0,1316541.0,Delhi,1237212,Low,1,0
59.0,666196.0,Hyderabad,1168981,Medium,1,1
36.0,472654.0,Hyderabad,958346,Low,3,1
56.0,1685837.0,Bangalore,1078269,High,4,0
58.0,865897.0,Hyderabad,1733487,Medium,1,0
48.0,1714475.0,Mumbai,1831645,Low,5,0
55.0,305935.0,Pune,352934,Low,4,1
57.0,1055566.0,Pune,1832710,High,5,0
58.0,957993.0,Bangalore,1575688,High,5,0
56.0,701443.0,Pune,682238,High,1,1
54.0,,Mumbai,1080208,High,4,1
26.0,869142.0,Bangalore,418156,Medium,2,0
46.0,576924.0,Delhi,1699784,High,3,0
,587688.0,Pune,573916,Low,2,0
41.0,716404.0,Hyderabad,1930428,Low,3,0
33.0,537864.0,Mumbai,788830,Low,4,1
26.0,7403472.0,Mumbai,1911499,Low,1,0
56.0,1270648.0,Pune,1767711,Low,4,0
41.0,281015.0,Delhi,1502548,High,2,0
24.0,,Hyderabad,861682,Low,5,1
21.0,1992874.0,Delhi,1383606,High,3,0
46.0,1321322.0,Delhi,1817681,High,3,0
40.0,376774.0,Pune,508920,High,2,1
57.0,564404.0,Hyderabad,1779800,High,1,1
34.0,,Pune,707269,Medium,4,0
40.0,328259.0,Pune,735033,Medium,2,0
29.0,,Mumbai,1714146,Medium,4,0
42.0,751556.0,Pune,947940,Medium,1,0
58.0,1947914.0,Bangalore,1826204,Medium,5,1
24.0,223259.0,Hyderabad,1528029,Low,4,1
20.0,646799.0,Mumbai,504819,Medium,1,0
32.0,803688.0,Hyderabad,837803,Low,2,1
40.0,496437.0,Mumbai,669445,Low,5,1
45.0,1884445.0,Bangalore,358724,High,5,0
64.0,1255619.0,Pune,564319,High,5,1
40.0,1954366.0,Mumbai,1350981,High,3,0
37.0,307009.0,Mumbai,1925379,Medium,1,0
56.0,1158146.0,Mumbai,1880205,Low,4,1
64.0,1457713.0,Bangalore,979644,Medium,2,0
51.0,361940.0,Hyderabad,1570640,High,5,0
55.0,1768042.0,Bangalore,753668,High,5,0
36.0,1009716.0,Mumbai,916084,Low,5,1
54.0,837547.0,Mumbai,671604,Low,1,1
30.0,1349380.0,Pune,1430075,High,2,1
40.0,269000.0,Bangalore,1694245,Medium,1,0
45.0,284179.0,Bangalore,1280051,Medium,2,0
23.0,1723282.0,Delhi,1498589,Low,4,0
53.0,984514.0,Hyderabad,1766811,High,3,0
37.0,1272456.0,Delhi,708995,Medium,2,0
59.0,1642047.0,Delhi,580570,Low,1,0
54.0,594718.0,Hyderabad,1804460,Low,1,1
60.0,925552.0,Pune,723399,Low,1,1
48.0,669054.0,Pune,1545962,Medium,3,1
48.0,1057398.0,Hyderabad,1908791,Low,2,1
57.0,372438.0,Hyderabad,306395,Medium,2,0
61.0,620641.0,Bangalore,1579698,Low,2,0
40.0,645544.0,Bangalore,1615870,Medium,2,1
61.0,969640.0,Bangalore,1426244,High,5,0
32.0,,Bangalore,349572,Medium,5,0
60.0,1582414.0,Mumbai,998171,High,1,0
36.0,1647598.0,Mumbai,384028,Low,5,0
28.0,679490.0,Pune,1582626,Medium,2,0
60.0,1003538.0,Mumbai,354497,Low,2,1
20.0,256731.0,Mumbai,1450876,High,5,1
21.0,1323586.0,Bangalore,322466,Low,4,1
48.0,449091.0,Bangalore,1882414,Low,1,0
52.0,1543319.0,Hyderabad,615206,Low,3,0
29.0,271326.0,Bangalore,335394,High,1,0
59.0,973164.0,Hyderabad,753247,High,1,0
40.0,537850.0,Hyderabad,1541198,Medium,1,0
47.0,1781868.0,Mumbai,1185226,Medium,5,1
30.0,1750074.0,Bangalore,1489135,Medium,1,0
53.0,1363594.0,Mumbai,1403660,Medium,2,1
27.0,1693156.0,Bangalore,462003,Low,1,0
41.0,1798656.0,Mumbai,647435,High,2,0
27.0,688968.0,Mumbai,379220,High,5,0
34.0,658128.0,Mumbai,523356,Low,5,1
36.0,254645.0,Pune,1359942,Medium,1,1
42.0,1780096.0,Mumbai,944813,High,2,1
43.0,671426.0,Delhi,1511511,Low,2,1
64.0,1827630.0,Delhi,807426,Low,2,1
38.0,1893465.0,Delhi,1189725,Medium,2,1
24.0,281588.0,Hyderabad,1412394,Medium,3,0
51.0,1428190.0,Mumbai,1196757,High,5,0
63.0,1778777.0,Delhi,1272627,High,2,1
20.0,,Hyderabad,1571709,Medium,3,1
42.0,313693.0,Delhi,1057044,High,3,1
56.0,1866313.0,Bangalore,1521019,Medium,5,0
27.0,,Pune,1146757,Low,4,1
32.0,1811243.0,Mumbai,471313,Low,1,1
27.0,1978904.0,Pune,301676,Low,5,0
42.0,1511039.0,Pune,406094,High,4,0
62.0,1338581.0,Bangalore,698498,Medium,1,1
20.0,1995962.0,Bangalore,850510,Low,1,0
64.0,1727912.0,Bangalore,1859191,Low,1,0
43.0,1253367.0,Hyderabad,492375,High,3,0
54.0,2761952.0,Delhi,1099808,High,2,0
43.0,331401.0,Mumbai,309431,Low,1,1
36.0,405459.0,Bangalore,1119802,High,2,0
24.0,261032.0,Mumbai,1307545,High,1,0
39.0,899438.0,Mumbai,1242105,High,3,0
40.0,1075094.0,Mumbai,1050151,High,1,1
59.0,1794164.0,Bangalore,1349643,Medium,5,1
50.0,1062132.0,Bangalore,1951801,High,4,0
55.0,1692737.0,Delhi,927844,High,1,1
30.0,779897.0,Bangalore,706688,Medium,4,1
34.0,391634.0,Bangalore,1010375,High,4,0
38.0,814333.0,Mumbai,726363,High,3,1
26.0,992135.0,Delhi,1964260,Low,4,1
47.0,948005.0,Pune,1665374,Low,3,1
62.0,1573835.0,Bangalore,1803600,Low,1,1
24.0,1226457.0,Bangalore,1531982,Medium,2,0
24.0,419162.0,Pune,1565315,High,3,1
49.0,1276252.0,Mumbai,1014960,Medium,4,0
51.0,1703502.0,Delhi,1566700,Medium,4,1
27.0,944700.0,Mumbai,1559065,High,1,1
29.0,1949376.0,Hyderabad,1721143,High,3,0
57.0,1416571.0,Bangalore,1455617,Low,1,1
51.0,1540522.0,Hyderabad,1550443,High,3,0
47.0,1601051.0,Bangalore,1045746,Medium,2,1
36.0,656120.0,Hyderabad,1130833,Low,5,0
50.0,1177666.0,Pune,393220,Medium,1,0
27.0,1373362.0,Bangalore,859978,High,4,0
59.0,1051601.0,Bangalore,919648,Low,1,0
,1841011.0,Hyderabad,1417499,High,3,0
28.0,746363.0,Delhi,1894690,Low,1,1
21.0,930076.0,Hyderabad,682384,Low,2,0
34.0,1257880.0,Bangalore,1588014,Low,3,0
22.0,1319404.0,Bangalore,615309,High,4,0
55.0,1631449.0,Delhi,1246883,Low,4,1
23.0,1308198.0,Mumbai,715890,Low,3,1
33.0,1564935.0,Delhi,440631,High,2,0
60.0,1197650.0,Mumbai,856540,Medium,1,0
60.0,1881518.0,Bangalore,1636824,High,5,0
44.0,1654313.0,Pune,1218055,High,4,0
29.0,1497685.0,Pune,1938533,Low,2,0
40.0,486172.0,Hyderabad,1486255,High,2,0
55.0,763616.0,Delhi,1949503,High,2,0
31.0,489445.0,Delhi,1999006,High,1,0
46.0,500159.0,Pune,1247362,Low,2,0
59.0,1991212.0,Mumbai,1256871,High,2,1
21.0,761133.0,Delhi,772124,Low,3,1
32.0,1849258.0,Mumbai,796644,High,3,0
51.0,375231.0,Mumbai,923652,Low,2,0
50.0,505858.0,Mumbai,1667256,Low,2,0
35.0,1329298.0,Mumbai,1952448,High,3,1
51.0,487374.0,Hyderabad,1182391,Medium,1,1
51.0,1865418.0,Hyderabad,991298,High,3,1
53.0,1297838.0,Pune,769671,Medium,3,0
30.0,1207705.0,Hyderabad,921504,Low,3,1
29.0,966888.0,Delhi,1081575,Medium,3,0
34.0,1163863.0,Hyderabad,1331391,Medium,5,1
36.0,1049228.0,Delhi,1188842,Low,4,0
59.0,895519.0,Delhi,1801510,Medium,1,0
37.0,440740.0,Mumbai,1272473,High,1,0
28.0,1226179.0,Pune,1843517,Medium,2,0
44.0,1859916.0,Mumbai,1609050,Low,5,0
59.0,1349384.0,Mumbai,1561487,Medium,2,0
33.0,455416.0,Hyderabad,793798,Low,1,0
44.0,1510704.0,Hyderabad,514156,Low,1,1
41.0,1994145.0,Delhi,1824329,High,2,0
49.0,1647031.0,Hyderabad,1918684,Low,4,1
39.0,970340.0,Hyderabad,398235,Medium,2,1
40.0,1561606.0,Bangalore,1573904,High,4,0
63.0,1089856.0,Delhi,988578,High,4,0
51.0,1668987.0,Delhi,1358566,Medium,3,0
40.0,304697.0,Bangalore,312778,Medium,1,0
54.0,1736651.0,Delhi,1257644,High,3,1
51.0,1480148.0,Pune,1710916,Low,1,0
49.0,957130.0,Pune,1436024,High,3,1
58.0,1869163.0,Bangalore,1006966,High,4,0
31.0,890034.0,Hyderabad,804882,High,3,1
60.0,1397753.0,Pune,1440910,Low,5,0
37.0,,Bangalore,1423588,Medium,3,1
40.0,360811.0,Pune,1408447,Medium,3,1
,1755533.0,Mumbai,416445,Medium,3,0
,1411617.0,Bangalore,1699593,Low,5,0
27.0,1787361.0,Delhi,1079140,Low,1,0
59.0,1643608.0,Pune,591734,Medium,3,1
26.0,978492.0,Delhi,744733,Medium,1,0
42.0,457471.0,Bangalore,1836384,Medium,2,0
63.0,292019.0,Pune,367145,Medium,4,0
51.0,1963190.0,Delhi,983226,Low,2,0
30.0,1357593.0,Hyderabad,1470485,Medium,5,0
41.0,1055817.0,Hyderabad,1120423,High,5,0
41.0,418220.0,Mumbai,1874771,Medium,1,0
62.0,1353729.0,Bangalore,719154,Low,1,0
44.0,758114.0,Delhi,1162911,High,3,0
41.0,834322.0,Mumbai,1747602,High,2,0
47.0,1857106.0,Bangalore,1065825,High,1,0
48.0,1822964.0,Hyderabad,1666320,Low,1,0
32.0,1994035.0,Delhi,1864446,Medium,1,1
37.0,558349.0,Pune,1592015,Low,4,0
21.0,1261385.0,Hyderabad,1145044,Low,1,0
48.0,1837314.0,Pune,1648425,High,4,0
40.0,1549148.0,Pune,1829460,High,5,0
34.0,,Delhi,1628335,Low,3,0
46.0,1359702.0,Delhi,375475,High,2,1
50.0,552465.0,Pune,395490,Low,1,0
34.0,988525.0,Mumbai,1085787,High,4,0
42.0,768786.0,Pune,1870978,Medium,1,1
,1889115.0,Pune,1676993,Medium,1,0
63.0,1813849.0,Delhi,1434932,Medium,4,0
32.0,1018441.0,Bangalore,1597315,High,1,0
41.0,1199598.0,Hyderabad,1981311,High,2,0
62.0,590659.0,Delhi,1557505,Medium,5,1
56.0,217718.0,Mumbai,332567,Low,3,0
52.0,1527425.0,Hyderabad,1077189,Low,1,0
22.0,,Delhi,828706,Medium,4,0
38.0,262598.0,Delhi,604308,High,2,0
42.0,1522959.0,Bangalore,826274,Low,1,1
,1033054.0,Mumbai,1911457,Low,5,0
49.0,770953.0,Mumbai,596127,Low,5,1
58.0,1018706.0,Delhi,412194,High,4,0
63.0,346075.0,Bangalore,802480,Low,1,1
44.0,1934802.0,Delhi,1864525,Low,1,0
56.0,1401636.0,Pune,1305222,Medium,1,0
27.0,649110.0,Pune,660692,High,5,1
61.0,1763916.0,Bangalore,425605,Medium,1,0
35.0,421516.0,Delhi,1657607,Low,1,1
27.0,1909610.0,Bangalore,1240946,High,1,0
20.0,1974474.0,Delhi,822962,High,1,0
63.0,1603823.0,Delhi,1097675,Medium,4,1
24.0,1315022.0,Pune,1872996,Medium,5,1
22.0,753360.0,Hyderabad,446628,High,3,1
20.0,233717.0,Mumbai,626541,High,4,1
23.0,418417.0,Mumbai,1251359,Medium,1,0
59.0,357723.0,Bangalore,834127,Low,3,0
54.0,579346.0,Mumbai,1538712,High,2,1
51.0,1161795.0,Pune,542791,Low,3,0
61.0,584533.0,Hyderabad,516994,Medium,4,1
53.0,309525.0,Delhi,736436,High,5,0
62.0,6820568.0,Delhi,687832,Medium,4,0
44.0,1461668.0,Pune,1306246,High,5,0
29.0,1253222.0,Mumbai,628574,High,5,0
40.0,501857.0,Delhi,563409,Medium,5,0
58.0,1578656.0,Mumbai,1576327,Medium,2,0
46.0,1423979.0,Pune,1529162,Low,3,1
46.0,484329.0,Delhi,487388,Medium,4,0
21.0,546407.0,Bangalore,1161933,Medium,4,0
60.0,954016.0,Hyderabad,1413393,Low,5,1
32.0,776395.0,Mumbai,1706668,Medium,2,1
28.0,969153.0,Mumbai,1520921,Low,2,0
55.0,1708346.0,Mumbai,879072,Low,1,1
41.0,1003995.0,Mumbai,1235594,Medium,2,0
61.0,1843593.0,Pune,1585286,Low,5,1
45.0,477845.0,Pune,1835369,Low,5,1
31.0,1448720.0,Pune,552673,Low,3,0
36.0,1165721.0,Pune,444446,Medium,5,1
33.0,939782.0,Delhi,1475823,Medium,3,1
33.0,695339.0,Pune,1918980,Low,2,0
53.0,852619.0,Delhi,359133,Medium,1,0
39.0,884770.0,Bangalore,822582,High,4,1
30.0,299280.0,Pune,1285433,Low,5,1
35.0,914075.0,Bangalore,1348399,High,2,1
50.0,1234472.0,Pune,639482,Medium,5,0
25.0,1287241.0,Bangalore,1277128,High,3,0
38.0,478101.0,Hyderabad,612285,Medium,2,1
56.0,1165631.0,Bangalore,511519,Medium,4,1
23.0,1181093.0,Delhi,1958464,Low,3,1
23.0,1048352.0,Mumbai,1748202,High,2,1
39.0,3552940.0,Bangalore,1802180,Low,4,0
29.0,313828.0,Mumbai,1712421,High,3,1
43.0,1110284.0,Hyderabad,1590983,Medium,4,0
54.0,1905562.0,Hyderabad,464750,Medium,2,0
45.0,1339391.0,Delhi,1371546,Low,3,1
56.0,1443470.0,Delhi,1146383,High,1,0
57.0,1189269.0,Bangalore,813885,High,5,0
40.0,1976349.0,Pune,1309361,Medium,1,0
59.0,1413290.0,Hyderabad,1760299,Low,4,1
58.0,232356.0,Mumbai,1541334,Medium,2,0
40.0,1514529.0,Pune,1235739,Medium,5,0
29.0,1160875.0,Hyderabad,1134115,Low,2,0
57.0,471609.0,Bangalore,1426975,High,4,0
23.0,,Hyderabad,1720981,High,2,1
64.0,1584564.0,Delhi,392874,Medium,3,0
39.0,396322.0,Mumbai,664474,High,3,0
36.0,1788114.0,Mumbai,853943,Low,4,1
26.0,246023.0,Delhi,798389,High,2,1
23.0,1874214.0,Pune,627590,High,4,0
48.0,377696.0,Delhi,1654359,Medium,5,0
33.0,1789291.0,Mumbai,1629550,High,2,0
22.0,626492.0,Bangalore,1843408,Low,3,1
43.0,1058075.0,Pune,308014,Medium,1,0
56.0,410084.0,Hyderabad,1601193,Low,3,0
35.0,1383087.0,Bangalore,1058683,High,2,0
23.0,679064.0,Pune,492803,High,2,1
43.0,1991267.0,Mumbai,998421,Medium,2,1
53.0,1327248.0,Mumbai,1155184,Low,2,1
49.0,672919.0,Bangalore,1501507,High,5,1
37.0,1265876.0,Pune,778805,High,1,1
38.0,,Hyderabad,1687478,Medium,3,1
50.0,1658974.0,Hyderabad,459765,High,5,0
38.0,663723.0,Delhi,1573067,High,4,1
38.0,1692704.0,Bangalore,1558524,High,2,1
41.0,1144413.0,Pune,1916566,Low,3,1
43.0,219659.0,Bangalore,1371263,Low,4,1
64.0,886763.0,Hyderabad,1640301,Low,1,1
31.0,1493835.0,Pune,1779185,High,3,0
,1675378.0,Mumbai,655877,Medium,5,0
57.0,210360.0,Mumbai,669953,Medium,4,0
50.0,1007856.0,Pune,970038,Medium,3,0
55.0,1870899.0,Bangalore,994175,Low,5,1
38.0,1752023.0,Bangalore,850765,Low,2,1
64.0,,Mumbai,615970,Low,3,1
55.0,596281.0,Mumbai,759966,Low,2,1
49.0,7890924.0,Hyderabad,1044886,High,4,0
,1757386.0,Pune,1892874,Medium,4,1
37.0,1523020.0,Bangalore,358133,Medium,4,1
47.0,757658.0,Hyderabad,1587510,Low,2,0
30.0,925191.0,Bangalore,1913507,Medium,2,0
64.0,1275785.0,Mumbai,1264191,Medium,5,0
52.0,701503.0,Pune,479065,Low,3,1
36.0,483071.0,Delhi,552572,Low,5,0
25.0,1807443.0,Pune,803335,Low,2,0
23.0,703623.0,Delhi,534855,Low,3,0
39.0,817542.0,Hyderabad,1504726,High,4,1
46.0,1064845.0,Delhi,365708,Medium,5,1
34.0,1237441.0,Delhi,1103702,High,5,1
25.0,1886392.0,Hyderabad,555369,Medium,5,0
33.0,947562.0,Pune,1966508,High,2,0
30.0,1634636.0,Hyderabad,905868,Low,3,0
58.0,1241371.0,Mumbai,437335,High,4,0
28.0,905314.0,Mumbai,1631472,Low,2,0
45.0,1496918.0,Delhi,1098053,Low,4,0
35.0,1992301.0,Hyderabad,342369,High,1,0
24.0,1072189.0,Hyderabad,896880,Medium,1,0
29.0,1666894.0,Hyderabad,1670987,High,4,0
22.0,1151937.0,Pune,1959737,Low,1,0
32.0,1002364.0,Bangalore,1211222,Low,3,1
62.0,257803.0,Bangalore,1100677,Medium,3,1
49.0,1681535.0,Bangalore,1643396,Medium,2,0
64.0,1382200.0,Pune,1462558,Medium,4,1
25.0,780915.0,Hyderabad,1807588,Low,2,1
36.0,1949923.0,Bangalore,1532152,High,3,0
64.0,1590530.0,Hyderabad,432424,Medium,3,1
38.0,1293956.0,Delhi,1849787,Low,3,0
61.0,360322.0,Bangalore,1524981,High,5,0
54.0,1972280.0,Delhi,359484,Medium,1,0
45.0,1751186.0,Pune,1433502,High,2,0
24.0,1631041.0,Mumbai,1180162,High,2,1
48.0,1767915.0,Pune,1660694,Low,3,0
56.0,1031460.0,Pune,1040100,Low,5,1
39.0,870655.0,Pune,365702,Low,2,1
40.0,1197709.0,Bangalore,1763102,High,2,1
29.0,472667.0,Delhi,1983691,Medium,5,1
24.0,1556250.0,Bangalore,1743046,Medium,3,0
55.0,738057.0,Mumbai,1877150,Medium,5,1
25.0,312035.0,Pune,766761,Low,1,0
45.0,1424293.0,Hyderabad,631687,Medium,2,1
23.0,1994679.0,Mumbai,577136,Medium,1,1
58.0,1703934.0,Delhi,1934916,Low,2,0
58.0,880917.0,Mumbai,1061422,Medium,1,1
54.0,959087.0,Bangalore,965083,Medium,2,0
20.0,1590502.0,Hyderabad,1180072,Medium,3,0
43.0,540526.0,Bangalore,1413759,High,4,1
55.0,1416733.0,Pune,445662,High,5,0
,1693149.0,Pune,1167606,Low,2,1
60.0,1097371.0,Mumbai,1393578,Low,5,0
63.0,1393118.0,Pune,1788571,High,2,1
50.0,1065144.0,Pune,1046444,Low,4,1
39.0,1891507.0,Delhi,537265,Low,3,1
43.0,1618137.0,Delhi,1491664,Medium,3,1
44.0,410154.0,Bangalore,1003543,Low,5,1
55.0,1910741.0,Bangalore,1746536,Low,4,0
40.0,1461972.0,Delhi,801316,Medium,5,0
49.0,1998820.0,Mumbai,1458845,Medium,3,0
43.0,1179532.0,Delhi,661450,High,1,0
63.0,1430420.0,Bangalore,739573,Low,5,1
61.0,722797.0,Hyderabad,1640959,Medium,2,0
49.0,1191120.0,Pune,1051790,Low,3,0
41.0,1874286.0,Hyderabad,1182433,Low,2,0
47.0,1600020.0,Hyderabad,706138,High,4,0
,1247006.0,Pune,1217588,High,3,0
54.0,468774.0,Delhi,1870779,High,3,0
47.0,1110906.0,Mumbai,614291,High,5,0
33.0,561013.0,Hyderabad,360631,High,5,1
29.0,1394507.0,Mumbai,1888237,Medium,2,0
35.0,614399.0,Bangalore,1353732,High,5,0
35.0,1083717.0,Hyderabad,1323002,Medium,1,1
50.0,1890420.0,Bangalore,1518199,High,3,0
61.0,1477071.0,Delhi,1459237,Medium,4,1
44.0,454809.0,Hyderabad,440725,Low,3,1
32.0,1159748.0,Bangalore,585212,High,2,1
25.0,929672.0,Bangalore,990147,Medium,5,1
63.0,1263597.0,Delhi,1505321,High,3,0
28.0,1973799.0,Mumbai,1495803,Medium,5,0
64.0,648781.0,Mumbai,300570,Medium,2,0
55.0,,Hyderabad,381736,High,5,0
62.0,928510.0,Delhi,1491417,Medium,4,0
39.0,264361.0,Hyderabad,338921,Low,2,0
,996787.0,Mumbai,712291,High,3,1
62.0,1347417.0,Delhi,1176021,Low,3,0
40.0,904364.0,Pune,834589,Medium,4,0
23.0,1494876.0,Delhi,1026403,Medium,1,0
52.0,360786.0,Delhi,1735518,High,5,1
46.0,741486.0,Pune,1582821,Low,3,1
26.0,529095.0,Bangalore,1010361,Low,4,0
25.0,1119156.0,Bangalore,741575,High,5,1
34.0,1685417.0,Bangalore,1665839,Low,2,0
37.0,1507042.0,Mumbai,369191,High,4,0
51.0,1727774.0,Delhi,840635,High,2,0
30.0,1791604.0,Pune,1994223,Medium,2,0
39.0,1514530.0,Mumbai,322053,Medium,2,1
43.0,1110175.0,Pune,1145488,Low,5,0
34.0,1134073.0,Mumbai,1931552,High,1,1
26.0,1506884.0,Mumbai,1737565,High,2,1
,1348431.0,Mumbai,1474961,High,3,1
61.0,934480.0,Pune,1754096,High,5,0
45.0,321701.0,Hyderabad,929104,Medium,5,0
63.0,692281.0,Mumbai,331403,Low,2,0
33.0,1588767.0,Bangalore,675691,Medium,3,0
56.0,1359347.0,Delhi,669222,High,4,1
40.0,1254739.0,Hyderabad,1189086,Low,5,0
37.0,1180591.0,Hyderabad,814503,Low,2,1
24.0,1048503.0,Pune,1949282,High,2,0
22.0,1264641.0,Hyderabad,1254928,High,1,0
42.0,1633043.0,Pune,1146356,Medium,1,1
45.0,1104401.0,Pune,1476967,Medium,4,1
56.0,545600.0,Bangalore,517307,High,4,0
43.0,,Mumbai,976538,High,4,1
38.0,448924.0,Hyderabad,825002,Medium,4,0
,903708.0,Mumbai,1593041,Low,2,1
40.0,744517.0,Mumbai,767983,Low,2,0
31.0,1563307.0,Mumbai,1693048,Low,2,0
60.0,1560433.0,Pune,544539,Medium,3,1
52.0,1930933.0,Mumbai,953484,High,4,1
23.0,745389.0,Hyderabad,414312,Low,3,0
61.0,1813255.0,Pune,897170,High,5,1
26.0,406935.0,Hyderabad,668486,Medium,5,0
41.0,1321299.0,Pune,979484,Medium,2,1
52.0,1474869.0,Delhi,782800,High,5,1
36.0,390477.0,Delhi,1435527,High,2,0
43.0,1414596.0,Delhi,579655,High,4,1
53.0,500065.0,Delhi,878876,High,3,0
47.0,1714363.0,Pune,538274,Low,2,0
62.0,670223.0,Mumbai,377567,High,1,0
60.0,1759750.0,Bangalore,442287,Low,1,1
58.0,614287.0,Bangalore,967211,Medium,4,1
41.0,921478.0,Delhi,464622,Low,3,0
36.0,379354.0,Mumbai,1583252,High,2,0
53.0,1864589.0,Hyderabad,941155,Low,4,0
25.0,520589.0,Mumbai,1742970,Medium,3,0
25.0,936427.0,Hyderabad,1547590,High,1,0
53.0,1592928.0,Bangalore,1263818,Medium,2,0
20.0,1696608.0,Mumbai,1433303,Medium,3,0
29.0,1617003.0,Mumbai,1721476,High,5,0
40.0,285779.0,Bangalore,777900,Low,2,1
24.0,1251636.0,Mumbai,593290,Medium,5,0
21.0,3400376.0,Hyderabad,892548,High,4,1
41.0,1524451.0,Mumbai,990663,Medium,3,0
21.0,539974.0,Hyderabad,1864884,Low,3,0
29.0,1888735.0,Delhi,1830012,Medium,3,1
53.0,745007.0,Mumbai,1433642,Medium,3,0
35.0,1821980.0,Hyderabad,519570,Medium,2,1
58.0,1763159.0,Bangalore,694417,Medium,5,0
41.0,750613.0,Delhi,1424123,Low,5,0
31.0,1140101.0,Mumbai,1056553,High,4,1
43.0,1184943.0,Hyderabad,1594980,Medium,4,1
59.0,1263127.0,Mumbai,769303,Low,3,1
57.0,555431.0,Hyderabad,355103,Medium,1,0
29.0,1534998.0,Mumbai,517214,Medium,1,0
54.0,684405.0,Delhi,1754456,Medium,3,1
51.0,215141.0,Delhi,1200440,Low,5,0
26.0,530057.0,Mumbai,1155056,Medium,4,0
40.0,1020047.0,Mumbai,341456,Medium,2,1
39.0,1894922.0,Pune,1850304,High,1,1
45.0,918111.0,Mumbai,570808,Low,4,1
23.0,1885548.0,Mumbai,1981248,High,1,1
41.0,489596.0,Delhi,745750,High,5,1
34.0,1664517.0,Mumbai,406229,High,5,0
59.0,774679.0,Bangalore,1677416,High,3,0
40.0,1893152.0,Mumbai,966074,Medium,3,1
34.0,1978996.0,Pune,566456,High,1,0
41.0,1362111.0,Hyderabad,1455267,Low,1,0
47.0,342770.0,Delhi,941224,Medium,4,1
33.0,439947.0,Bangalore,1302190,High,3,1
46.0,,Hyderabad,1006063,High,5,1
60.0,1064282.0,Bangalore,1383791,Low,4,0
59.0,1513085.0,Delhi,649708,Low,4,1
47.0,952913.0,Pune,926901,High,2,1
,4336376.0,Delhi,1850676,High,5,1
21.0,767660.0,Bangalore,1470760,High,4,0
44.0,,Bangalore,819102,High,2,0
